Title,Schedule,Description,Location,Phone,Email,Website
Premier Education Holiday Club Lowton Junior & Infant School,N/A,"This childcare provider has not yet updated their details on Our Town Directory. For queries, please contact fsd@wigan.gov.uk and we will endeavour to put you in touch with them.","Newton Road, Lowton, Warrington, WA3 2AW",N/A,N/A,N/A
Premier Education Holiday Club Sacred Heart Catholic Primary School,N/A,"This childcare provider has not yet updated their details on Our Town Directory. For queries, please contact fsd@wigan.gov.uk and we will endeavour to put you in touch with them.","Windermere Road, Leigh, WN7 1UX",N/A,N/A,N/A
Premier Education Holiday Club St Gabriel's Catholic Primary School,N/A,"This childcare provider has not yet updated their details on Our Town Directory. For queries, please contact fsd@wigan.gov.uk and we will endeavour to put you in touch with them.","Queensway, Leigh, WN7 2XG",N/A,N/A,N/A
R L Hughes Primary School,N/A,"Welcome We are a large, busy and friendly school. We are very proud of our school and look forward to showing you round. Ofsted judged our school to be 'Good' in February 2023 and we always strive to improve our standards. At R L Hughes…","R L Hughes Primary School, Mayfield Street, Ashton-in-Makerfield, Wigan, WN4 9QL, 01942 701147",N/A,N/A,N/A
R L Hughes Primary School Nursery,N/A,"At R L Hughes Nursery, the children are taught to share and care about others, reflecting the values in our school mission statement. Our dedicated Early Years team, led by two fully qualified teachers, provide a happy, caring, secure and safe learning environment where your…","Mayfield Street, Ashton-in-makerfield, Wigan, WN4 9QL, 01942 701147",N/A,N/A,N/A
Rachael’s Childminding Services,N/A,I am an Ofsted Registered Childminder based in Golborne/Lowton offering affordable childcare in a home from home environment. I live with my partner and our children in a lovely residential area close to local amenities. I have a spacious home and an external dedicated woodland…,"Golborne, Warrington, WA3",N/A,N/A,N/A
Rachel Jane Cowpland,N/A,"I have a loving, caring home for all the children that stay in my care. I have 2 daughters of my own and I know how important it is for parents to know that your child is being well looked after. I like to take…","Wigan, WN1, 07786820993",N/A,N/A,N/A
Rebecca Jane Shone,N/A,This Childminder has not added any information to their page. Please contact them on the details below for more information.,"Tyldesley, Manchester, M29, 07716777037",N/A,N/A,N/A
Rebecca Louise Middlehurst,N/A,"I am an Ofsted Registered 'Good' graded childminder. I provide holistic, individualised care for children aged 0-12 incorporating the 7 areas of learning within a home-from-home environment that is safe, warm and welcoming.  I am linked to Beech Hill Primary School and provide after-school care…","Wigan, WN6, 01942 740132",N/A,N/A,N/A
Redwood House Children's Nursery Ltd,N/A,"Set in over half an acre of grounds, Redwood’s two converted Victorian houses are situated just off Junction 26 of the M6 motorway at the Orrell interchange. We can offer you and your family a traditional approach to childcare and learning across all of the…","Orrell, Wigan, WN5, 01942 620610",N/A,N/A,N/A
Rowan Tree Primary School,N/A,"Welcome Rowan Tree Primary is a community special school for pupils aged 4 – 11 years. All pupils have an Educational Health Care Plan and require highly specialist teaching due to their severe and complex needs. At present, there are 116 pupils on roll. We provide a…","Greenhall Close, Atherton, Manchester, M46 9HP, 01942 883928",N/A,N/A,N/A
Sacred Heart Catholic Primary Breakfast and After School Care,N/A,"Providing high quality before and after school childcare on site at Sacred Heart school. We invite children to come along and enjoy some fun, play with others and take part in social activities. Children attending nursery can also attend our before and after school club. …","Springfield Road, Wigan, WN6 7RH, 01942 231478",N/A,N/A,N/A
Sacred Heart Catholic Primary School - Hindley Green,N/A,"Welcome We are a wonderful, distinctive primary school, where the Catholic ethos is evident and open to be experienced by all who enter. Our school is part of the  parish community of St. John Rigby part of the Leigh Deanery in Liverpool Archdiocese. We currently…","Swan Lane, Hindley Green, Wigan, Lancashire, WN2 4HD, 01942 767768",N/A,N/A,N/A
Sacred Heart Catholic Primary School - Leigh,N/A,Welcome We are very proud of our modern school which provides a wonderful place for teaching and learning. We have an active Friends of Sacred Heart who arrange termly events which allow parents and children to have fun together and provide us with a regular…,"Windermere Road, Leigh, Lancashire, WN7 1UX, 01942 674226",N/A,N/A,N/A
Sacred Heart Catholic Primary School - Wigan,N/A,"Welcome Sacred Heart Catholic Primary School is a happy, exciting and friendly place to be, there is a love of learning and of life, with pupils who are well behaved, hard-working and enthusiastic.All that we do at Sacred Heart is underpinned by our Christian foundation.…","Springfield Road, Wigan, WN6 7RH, 01942 231478",N/A,N/A,N/A
Sacred Heart Catholic Primary School Nursery,N/A,"Sacred Heart Nursery is situated at the heart of the community, with strong links to Sacred Heart Parish in Springfield. At Sacred Heart we aim to provide a fun, safe, challenging, rich and broad educational environment that enables each child to thrive and become well-rounded,…","Springfield Road, Springfield, WIGAN, LANCASHIRE, WN6 7RH, 01942 231478",N/A,N/A,N/A
Sacred Heart RC Primary Hindsford,N/A,"Sacred Heart is a Voluntary Aided Primary school within the Archdiocese of Liverpool serving the Parish of St. John Rigby. A majority of pupils live in the Atherton and Tyldesley area, within the Borough of Wigan. As a smaller than average Primary school, Sacred Heart…","Lodge Lane, Atherton, MANCHESTER, M46 9BN, 01942 883429",N/A,N/A,N/A
Safe And Sound Club - St Luke's,N/A,Safe & Sound Club is a breakfast and after school provision for children attending St Luke’s Church of England Primary School and St Catherine of Siena Catholic Primary School. For more information please visit our website,"Church Lane, Lowton, WARRINGTON, CHESHIRE, WA3 2PW, 01942 201140 option2",N/A,N/A,N/A
Sahra Mohamed,Open Monday to Friday,"Hello, I'm Sahra, a compassionate and professional childminder with qualifications as a Level 3 and Level 2 Early Years Educator. My dedication lies in supporting children's early development, providing a nurturing, engaging, and safe environment for them to explore, learn, and grow. As an experienced…","Atherton, Manchester, Lancashire, M46, 07551913286",N/A,N/A,N/A
"Saint Patrick’s Nursery, Wigan",N/A,Pre-school provision provided for up to 52 children per session; Government Funded places available for families entitled to 15 hours per week; Government Funded places available for families entitled to 30 hours per week - code applied for by 31st August / 31th December /…,"Hardybutts, Scholes, Wigan, Lancashire, WN1 3RZ, 01942244361, 01942776710",N/A,N/A,N/A
Sally Carroll (Sally's Childminding Services),N/A,"I am an Ofsted registered 'Outstanding' Childminder based in Tyldesley with 3 children of my own. I offer a home-from-home service, with lots of fun, love and laughter where children can learn and play in my large playroom and outdoor play area. We enjoy cooking,…","Tyldesley, Manchester, M29, 07857 175448",N/A,N/A,N/A
Sam Fairclough,N/A,"We are newly established service compromising of two highly qualified and experienced childcare professionals. We have over thirty years childcare experience between us gained within nursery settings. We aim to provide quality education and experiences in a homely environment where we will encourage independence, confidence…","Warrington, WA3",N/A,N/A,N/A
Sarah Johnston,N/A,"Hello I'm Sarah Johnston, I'm 50 and happily married to Andy, 57. I am a mother of two lovely boys, George 21 and Henry 16.  I have been a registered childminder since December 2008 and was very proud to be awarded a 'Good' grading for…","Ashton-in-Makerfield, WIGAN, Lancashire, WN4, 01942 716910, 07966 017799",N/A,N/A,N/A
Sarah-Jayne Hoole,N/A,N/A,"Lowton, Warrington, WA3",N/A,N/A,N/A
Shell's Home from Home Childminding Service,N/A,At Shell’s Home from Home I strive to provide a warm and welcoming environment for every child and create that ‘home from home’ atmosphere. I currently offer pick-up's and drop-off's for Twelve Apostles RCPS.,"Leigh, WN7, 07445 576591",N/A,N/A,N/A
Shevington High School,N/A,"At Shevington High School we are committed to maintaining the very highest standards. Our task, on your behalf and in partnership with you, is to ensure that all our pupils have a personalised journey to success. Our positive approach seeks to identify and nurture the…","Shevington Lane, Shevington, WIGAN, WN6 8AB, 01257 400990",N/A,N/A,N/A
Shevington Vale Primary School,N/A,"Welcome We want to give our children roots and wings – roots that go deep into the heart of their community and wings to imagine, aspire and dream. Our Culture At our school we create a positive learning culture. This is by inculcating: Respect for…","Runshaw Avenue, Appley Bridge, Wigan, Lancashire, WN6 9JP, 01257 253559",N/A,N/A,N/A
Shevington Vale Primary School - Stay and Play Before and After School Club,N/A,"The Stay and Play Club provides a safe, secure and caring environment, before and after school, where children have the opportunity to enjoy lots of fun activities or just simply relax with their friends. It is a fantastic opportunity for children to come together and…","Runshaw Avenue, Appley Bridge, WIGAN, Lancs, WN6 9JP, 07939195878",N/A,N/A,N/A
St Aidan's Catholic Primary School - Care Club Out of School Care,N/A,Children can attend from the age of three until they leave in year six. Please contact the school for more information. Please click the link to view our latest Ofsted Report.,"Holmes House Avenue, Wigan, WN3 6EE, 01942 223544, 01942 222634",N/A,N/A,N/A
